link,title,addr,dientich,bedroom,bathroom,price,day
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/nha-495m2-san-2-mat-tien-co-1-khong-2-tai-da-nang-id21200798,Nhà 495m2 sàn 2 mặt tiền có 1 không 2 tại đà nẵng.,"Quận Sơn Trà, Đà Nẵng",144 m2,3 PN,4 WC,5 tỷ 200 triệu,24/03/2021
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/marina-complex-co-gi-khac-biet-so-voi-bds-ven-song-han-da-nang-id21200826,Marina complex có gì khác biệt so với BĐS ven sông hàn Đà Nẵng,"Quận Sơn Trà, Đà Nẵng",144 m2,3 PN,4 WC,5 tỷ 200 triệu,24/03/2021
https://mogi.vn/quan-hai-chau/mua-dat-nen-du-an/vo-no-ban-nha-4-tang-120m2-duong-7m5-gia-re-id21228948,Vỡ nợ bán nhà 4 tầng 120m2 đường 7m5 giá rẻ,"Quận Hải Châu, Đà Nẵng",120 m2,0 PN,0 WC,7 tỷ 200 triệu,24/03/2021
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-mat-tien-duong-han-mac-tu-phuong-thuan-phuoc-hai-chau-id21246471,"Bán nhà mặt tiền đường Hàn Mặc Tử, Phường Thuận Phước, Hải Châu","Quận Hải Châu, Đà Nẵng",47 m2,4 PN,3 WC,4 tỷ 670 triệu,24/03/2021
https://mogi.vn/quan-thanh-khe/mua-nha-hem-ngo/ban-nha-kiet-hung-vuong-phuong-vinh-trung-thanh-khe-da-nang-id21243733,"Bán nhà kiệt Hùng Vương, Phường Vĩnh Trung , Thanh Khê Đà Nẵng","Quận Thanh Khê, Đà Nẵng",48 m2,3 PN,3 WC,3 tỷ 900 triệu,24/03/2021
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/shophoues-regal-pavillon-trung-tam-da-nang-gia-tot-nhat-thi-truong-id21241934,"Shophoues Regal pavillon trung tâm Đà Nẵng, Gía tốt nhất thị trường.","Quận Hải Châu, Đà Nẵng",120 m2,3 PN,6 WC,14 tỷ 500 triệu,24/03/2021
https://mogi.vn/quan-thanh-khe/mua-dat-tho-cu/ban-dat-kiet-ha-huy-tap-phuong-hoa-khe-thanh-khe-da-nang-id21242212,"Bán đất kiệt Hà Huy Tập, Phường Hoà Khê , Thanh Khê Đà Nẵng","Quận Thanh Khê, Đà Nẵng",56 m2,0 PN,0 WC,1 tỷ 870 triệu,24/03/2021
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/can-tien-ban-gap-nha-mat-tien-dien-tich-rong-hon-200m2-id21242663,"Cần tiền bán gấp nhà mặt tiền, diện tích rộng hơn 200m2","Quận Hải Châu, Đà Nẵng",204 m2,5 PN,3 WC,32 tỷ,24/03/2021
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/can-ban-can-ho-quang-nguyen-da-co-so-do-da-nang-1pn-51-m2-full-noi-id20739204,"Cần bán căn hộ Quang Nguyễn đã có sổ đỏ ,Đà Nẵng 1PN, 51 m2, full nội","Quận Hải Châu, Đà Nẵng",51 m2,1 PN,1 WC,1 tỷ 750 triệu,24/03/2021
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/can-ban-5-khach-san-ven-bien-duong-tran-bach-dang-da-nang-vi-tri-dac-id20827181,"Cần bán 5 Khách sạn ven biển đường Trần Bạch Đằng,Đà Nẵng vị trí đắc","Quận Ngũ Hành Sơn, Đà Nẵng",180 m2,53 PN,53 WC,52 tỷ,24/03/2021
https://mogi.vn/quan-hai-chau/mua-dat-tho-cu/ban-dat-vip-3-mt-duong-bach-dang-view-song-han-da-nang-1500-m2-gan-ks-id20829404,"Bán đất VIP 3 MT đường Bạch Đằng ,view sông Hàn,Đà Nẵng 1500 m2,gần KS","Quận Hải Châu, Đà Nẵng",1500 m2,0 PN,0 WC,100 tỷ,24/03/2021
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-dat-kiet-39-duong-vo-van-kiet-da-nang-cach-duong-chinh-20-m-cach-b-id20835381,"Bán đất kiệt 39 đường Võ Văn Kiệt,Đà Nẵng cách đường chính 20 m,cách b","Quận Sơn Trà, Đà Nẵng",180 m2,0 PN,0 WC,11 tỷ 160 triệu,24/03/2021
https://mogi.vn/quan-son-tra/mua-can-ho-chung-cu/ban-nhanh-ch-muong-thanh-can-goc-tang-cao-view-bien-2pn-1wc-full-noi-t-id20839673,"Bán nhanh CH Mường Thanh căn góc,tầng cao,view biển 2PN,1WC full nội t","Quận Sơn Trà, Đà Nẵng",60 m2,2 PN,1 WC,2 tỷ 100 triệu,24/03/2021
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-100m2-dat-duong-ha-ky-ngo-ngay-nga-tu-ha-ky-ngo-va-ho-thau-id20497247,"Bán 100m2 đất đường Hà Kỳ Ngộ, ngay ngã tư Hà Kỳ Ngộ và Hồ Thấu","Quận Sơn Trà, Đà Nẵng",100 m2,0 PN,0 WC,12 tỷ,24/03/2021
https://mogi.vn/quan-thanh-khe/mua-nha-hem-ngo/ban-nha-kiet-tran-cao-van-tam-thuan-thanh-khe-da-nang-id21241147,"Bán nhà kiệt Trần Cao Vân, Tam Thuận, Thanh Khê, Đà Nẵng","Quận Thanh Khê, Đà Nẵng",54 m2,2 PN,2 WC,2 tỷ 300 triệu,24/03/2021
https://mogi.vn/quan-thanh-khe/mua-dat-tho-cu/ban-lo-dat-kiet-thai-thi-boi-phuong-chinh-gian-thanh-khe-da-nang-id21241250,"Bán lô đất kiệt Thái Thị Bôi, Phường Chính Gián, Thanh Khê, Đà Nẵng","Quận Thanh Khê, Đà Nẵng",76 m2,0 PN,0 WC,1 tỷ 950 triệu,20/03/2021
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-mat-tien-duong-dinh-nghe-quan-son-tra-da-nang-id21239291,"Bán nhà mặt tiền Dương Đình Nghệ, Quận Sơn Trà, Đà Nẵng","Quận Sơn Trà, Đà Nẵng",109 m2,3 PN,4 WC,13 tỷ,20/03/2021
https://mogi.vn/quan-cam-le/mua-dat-tho-cu/ban-lo-dat-mat-tien-duong-ton-dan-phuong-hoa-an-cam-le-da-nang-id21239521,"Bán lô đất mặt tiền đường Tôn Đản, Phường Hoà An, Cẩm Lệ, Đà Nẵng","Quận Cẩm Lệ, Đà Nẵng",138 m2,0 PN,0 WC,4 tỷ 700 triệu,20/03/2021
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-mat-tien-duong-luong-dinh-cua-cam-le-da-nang-id21236626,"Bán nhà mặt tiền đường Lương Định Của, Cẩm Lệ Đà Nẵng","Quận Cẩm Lệ, Đà Nẵng",95 m2,4 PN,4 WC,7 tỷ 600 triệu,20/03/2021
https://mogi.vn/quan-ngu-hanh-son/mua-duong-noi-bo/ban-can-ho-kiet-khu-pho-an-thuong-gan-bien-quan-ngu-hanh-son-da-nang-id21236729,"Bán căn hộ kiệt khu phố An Thượng, gần biển, quận Ngũ Hành Sơn Đà Nẵng","Quận Ngũ Hành Sơn, Đà Nẵng",90 m2,5 PN,6 WC,5 tỷ 800 triệu,20/03/2021
https://mogi.vn/quan-lien-chieu/mua-dat-nen-du-an/ba-n-da-t-du-a-n-lakeside-duo-ng-7-5m-do-i-die-n-truo-ng-id21235139,"Bán đất dự án lakeside đường 7,5m đối diện trường","Quận Liên Chiểu, Đà Nẵng",117 m2,0 PN,0 WC,2 tỷ 300 triệu,20/03/2021
https://mogi.vn/quan-lien-chieu/mua-dat-nen-du-an/ba-n-ga-p-lo-go-c-2-ma-t-tie-n-duo-ng-17-5m-lakeside-id21235141,Bán gấp lô góc 2 mặt tiền đường 17.5m lakeside,"Quận Liên Chiểu, Đà Nẵng",174 m2,0 PN,0 WC,3 tỷ 500 triệu,20/03/2021
https://mogi.vn/quan-lien-chieu/mua-dat-nen-du-an/ba-n-lo-go-c-2-ma-t-tie-n-duo-ng-7-5m-lakeside-trung-tam-lien-chie-u-id21217033,"Bán lô góc  2 Mặt Tiền đường 7,5m Lakeside Trung tâm Liên Chiểu","Quận Liên Chiểu, Đà Nẵng",173 m2,0 PN,0 WC,3 tỷ 500 triệu,20/03/2021
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/nha-kiet-75m2-no-hau-3-ty-trung-tam-thanh-pho-id20986986,Nhà kiệt 75m2 nở hậu 3 tỷ trung tâm thành phố,"Quận Hải Châu, Đà Nẵng",74 m2,1 PN,2 WC,3 tỷ,20/03/2021
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/chung-cu-vincoland-le-thanh-nghi-1-65-ty-da-co-so-id20647406,"Chung cư Vincoland Lê Thanh Nghị 1,65 tỷ đã có sổ","Quận Hải Châu, Đà Nẵng",52 m2,1 PN,1 WC,1 tỷ 650 triệu,20/03/2021
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-tang-duong-hoa-son-2-hoa-cuong-nam-hai-chau-da-nang-id21233869,"Bán Nhà 3 tầng đường Hóa Sơn 2, Hòa Cường Nam, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",56 m2,3 PN,3 WC,4 tỷ,20/03/2021
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/du-an-pho-di-bo-5-sao-tai-da-nang-id21234004,Dự án phố đi bộ 5 sao tại Đà nẵng,"Quận Hải Châu, Đà Nẵng",120 m2,3 PN,5 WC,14 tỷ 500 triệu,20/03/2021
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-khach-san-kiet-dong-da-hai-chau-da-nang-id21234013,"Bán khách sạn kiệt Đống Đa, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",56 m2,10 PN,10 WC,6 tỷ 500 triệu,20/03/2021
https://mogi.vn/quan-cam-le/mua-dat-nen-du-an/can-ban-dat-duong-10-5m-bui-trang-chuoc-thuoc-hoa-xuan-cam-le-da-na-id21234513,"Cần bán đất đường 10.5m Bùi Trang Chước, thuộc Hòa Xuân, Cẩm Lệ, Đà Nẵ","Quận Cẩm Lệ, Đà Nẵng",100 m2,0 PN,0 WC,3 tỷ 950 triệu,20/03/2021
https://mogi.vn/quan-cam-le/mua-dat-nen-du-an/ban-dat-mat-tien-duong-10m5-me-thu-hoa-xuan-cam-le-id21234535,"Bán đất mặt tiền đường 10m5 Mẹ Thứ, Hoà Xuân, Cẩm Lệ","Quận Cẩm Lệ, Đà Nẵng",120 m2,0 PN,0 WC,4 tỷ 100 triệu,20/03/2021
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ba-n-va-i-lo-go-c-da-t-bie-n-son-tra-da-na-ng-id21220654,Bán  Vài Lô Góc Đất Biển Sơn Trà Đà Nẵng,"Quận Sơn Trà, Đà Nẵng",140 m2,0 PN,0 WC,18 tỷ,19/03/2021
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ba-n-ca-c-ca-p-da-t-bie-n-son-tra-ga-n-pha-m-van-do-ng-vo-van-kie-t-id21228927,"Bán các cặp đất biển Sơn Trà Gần Phạm Văn Đồng, Võ Văn Kiệt","Quận Sơn Trà, Đà Nẵng",180 m2,0 PN,0 WC,21 tỷ,19/03/2021
https://mogi.vn/quan-ngu-hanh-son/mua-dat-nen-du-an/ngan-hang-doi-no-gap-chinh-chu-ban-nhanh-hai-lo-dat-ngay-bien-tan-tra-id21043143,"Ngân hàng đòi nợ gấp, chính chủ bán nhanh hai lô đất ngay Biển Tân Tra","Quận Ngũ Hành Sơn, Đà Nẵng",250 m2,0 PN,0 WC,5 tỷ 200 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-dat-nen-du-an/chi-nh-chu-ca-n-ba-n-la-i-va-i-lo-duo-ng-5m5-va-7m5-da-co-so-do-id20198571,Chính chủ cần bán lại vài lô đường 5m5 va 7m5 đã có sổ đỏ,"Quận Liên Chiểu, Đà Nẵng",100 m2,0 PN,0 WC,2 tỷ 200 triệu,19/03/2021
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/nha-pho-thuong-mai-shophouse-cao-cap-5-sao-tai-da-nang-id21230049,Nhà phố thương mại shophouse cao cấp 5 sao tại Đà Nẵng,"Quận Hải Châu, Đà Nẵng",120 m2,3 PN,4 WC,15 tỷ,19/03/2021
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/noi-an-cu-day-tho-mong-ben-dong-song-han-thanh-pho-da-nang-id21232285,Nơi an cư đầy thơ mộng bên dòng sông hàn thành phố đà nẵng,"Quận Sơn Trà, Đà Nẵng",144 m2,3 PN,4 WC,5 tỷ 200 triệu,19/03/2021
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-3-tang-kiet-hoang-dieu-hai-chau-da-nang-id21232318,"Bán nhà 3 tầng kiệt Hoàng Diệu, Hải Châu, Đà Nẵng","Quận Hải Châu, Đà Nẵng",70 m2,4 PN,3 WC,3 tỷ 400 triệu,19/03/2021
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/chinh-chu-can-ban-biet-thu-ven-song-ke-bien-khu-do-thi-phu-my-an-id7967381,"chính chủ cần bán biệt thự ven sông, kề biển, khu đô thị phú mỹ an","Quận Ngũ Hành Sơn, Đà Nẵng",300 m2,0 PN,0 WC,10 tỷ,19/03/2021
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/can-ban-nha-pho-lien-ke-duong-duong-lam-du-an-marina-complex-id5438555,"cần bán nhà phố liền kề đường dương lâm, dự án marina complex","Quận Sơn Trà, Đà Nẵng",144 m2,5 PN,6 WC,10 tỷ,19/03/2021
https://mogi.vn/quan-ngu-hanh-son/mua-dat-nen-du-an/chinh-chu-can-ban-dat-phu-my-an-gia-dau-tu-id5472174,"chính chủ cần bán đất phú mỹ an, giá đầu tư","Quận Ngũ Hành Sơn, Đà Nẵng",100 m2,0 PN,0 WC,2 tỷ 200 triệu,19/03/2021
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/biet-thu-oneriver-ben-dong-song-co-co-tho-mong-id6384644,biệt thự oneriver bên dong sông cổ cò thơ mộng,"Quận Ngũ Hành Sơn, Đà Nẵng",300 m2,0 PN,0 WC,10 tỷ,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-nha-mat-tien-pho/shophouse-thuong-mai-duong-15m-trung-tam-lien-chieu-gia-dau-tu-id20047153,"shophouse thương mại đường 15m, trung tâm liên chiểu, giá đầu tư","Quận Liên Chiểu, Đà Nẵng",100 m2,4 PN,5 WC,3 tỷ 990 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-dat-nen-du-an/can-ban-2-lo-lien-ke-kep-cong-vien-khu-do-thi-dragon-smart-city-id20066750,"Cần bán 2 lô liên kề kẹp công viên, khu đô thị Dragon Smart City","Quận Liên Chiểu, Đà Nẵng",150 m2,0 PN,0 WC,2 tỷ 799 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-nha-mat-tien-pho/nha-pho-trung-tam-lien-chieu-duong-15m-khu-tap-trung-dan-cu-dong-duc-id20069421,"Nhà phố trung tâm Liên Chiểu đường 15m, khu tâp trung dân cư đông đúc","Quận Liên Chiểu, Đà Nẵng",100 m2,5 PN,6 WC,3 tỷ 990 triệu,19/03/2021
https://mogi.vn/quan-ngu-hanh-son/mua-dat-nen-du-an/ban-dat-duong-vu-van-can-cach-song-co-co-vai-buoc-chan-id20614828,Bán đất đưỡng Vũ Văn cẩn cách sông cổ cò vài bước chân,"Quận Ngũ Hành Sơn, Đà Nẵng",110 m2,0 PN,0 WC,4 tỷ 500 triệu,19/03/2021
https://mogi.vn/quan-ngu-hanh-son/mua-dat-nen-du-an/no-ngan-hang-ban-gap-dat-duong-vung-trung-6-id20640485,Nợ ngân hàng bán gấp đất đường vùng trung 6,"Quận Ngũ Hành Sơn, Đà Nẵng",100 m2,0 PN,0 WC,1 tỷ 500 triệu,19/03/2021
https://mogi.vn/quan-ngu-hanh-son/mua-dat-nen-du-an/ban-dat-duong-vu-huu-loi-duong-7m5-khu-do-thi-phu-my-an-id20641915,Bán đất đường vũ hữu lợi đường 7m5 khu đô thị Phú Mỹ An,"Quận Ngũ Hành Sơn, Đà Nẵng",100 m2,0 PN,0 WC,1 tỷ 700 triệu,19/03/2021
https://mogi.vn/quan-ngu-hanh-son/mua-dat-nen-du-an/chinh-chu-can-tien-tra-no-ngan-hang-ban-dat-duong-vu-huu-loi-7m5-id20648540,"Chính chủ cần tiền trả nợ ngân hàng, bán đất đường Vũ Hữu Lợi 7m5","Quận Ngũ Hành Sơn, Đà Nẵng",100 m2,0 PN,0 WC,3 tỷ 400 triệu,19/03/2021
https://mogi.vn/quan-ngu-hanh-son/mua-dat-nen-du-an/chinh-chu-dinh-cu-nuoc-ngoai-ban-gap-lo-dat-vu-huu-loi-sieu-dep-gia-re-id20667642,"Chính chủ định cư nước ngoài,bán gấp lô đât vũ hữu lợi siêu đẹp giá rẻ","Quận Ngũ Hành Sơn, Đà Nẵng",100 m2,0 PN,0 WC,3 tỷ 100 triệu,19/03/2021
https://mogi.vn/quan-ngu-hanh-son/mua-dat-nen-du-an/mua-ngay-khi-gia-dang-cham-day-dat-bien-ngu-hanh-son-chi-tu-1ty5-id20698184,"Mua ngay khi giá đang chạm đáy,đất biển ngủ hành sơn chỉ từ 1ty5","Quận Ngũ Hành Sơn, Đà Nẵng",100 m2,0 PN,0 WC,2 tỷ 900 triệu,19/03/2021
https://mogi.vn/quan-ngu-hanh-son/mua-dat-nen-du-an/chinh-chu-can-ban-dat-khu-do-thi-phu-my-an-gia-re-id20700908,Chính chủ cần bán đất khu đô thị Phú Mỹ An giá rẻ,"Quận Ngũ Hành Sơn, Đà Nẵng",100 m2,0 PN,0 WC,2 tỷ 900 triệu,19/03/2021
https://mogi.vn/quan-son-tra/mua-dat-nen-du-an/dich-covid-ban-nha-song-han-cam-ket-re-hon-thi-truong-2-ty-id20830831,"Dịch Covid , bán nhà sông Hàn, cam kêt rẻ hợn thị trường 2 tỷ","Quận Sơn Trà, Đà Nẵng",144 m2,0 PN,0 WC,8 tỷ,19/03/2021
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/co-hoi-duy-nhat-so-huu-nha-4-tang-thuoc-quy-dat-kim-cuong-thanh-pho-id20114060,"Cơ hội duy nhât sở hữu nhà 4 tầng, thuộc quỹ đất kim cương thành phố","Quận Hải Châu, Đà Nẵng",150 m2,3 PN,4 WC,10 tỷ 900 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-dat-tho-cu/ban-gap-lo-dat-trung-tam-lien-chieu-cach-bien-400m-dien-tich-437-m2-id2337118,"Bán gấp lô đất trung tâm Liên Chiểu, cách biển 400m, diện tích 437 m2","Quận Liên Chiểu, Đà Nẵng",437 m2,0 PN,0 WC,4 tỷ 200 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-nha-mat-tien-pho/nha-pho-thuong-mai-dau-tien-tai-lien-chieu-sinh-loi-cao-id2337462,"Nhà phố thương mại đầu tiên tại Liên chiểu, sinh lời cao","Quận Liên Chiểu, Đà Nẵng",120 m2,3 PN,4 WC,3 tỷ,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-dat-nen-du-an/biet-thu-hai-mat-tien-view-ho-sinh-thai-sieu-dep-gia-sieu-re-id20289601,"Biệt thự hai mặt tiên  view hồ sinh thái , siêu đẹp, giá siêu rẻ","Quận Liên Chiểu, Đà Nẵng",300 m2,0 PN,0 WC,4 tỷ 200 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-dat-nen-du-an/chinh-chu-can-ban-lo-duong-10-5m-doi-dien-trung-tam-thuong-mai-gia-re-id20306531,"chính chủ cần bán lô đường 10,5m, đối diện trung tâm thương mại gia re","Quận Liên Chiểu, Đà Nẵng",150 m2,0 PN,0 WC,3 tỷ 300 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-dat-nen-du-an/suc-hut-tu-du-an-dragon-smart-city-duong-hoa-minh-1-quan-lien-chieu-id2364555,"Sức hút từ dự án Dragon Smart City, đường Hòa Minh 1, quận Liên Chiểu","Quận Liên Chiểu, Đà Nẵng",300 m2,0 PN,0 WC,1 tỷ 950 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-nha-mat-tien-pho/ban-nha-pho-shophouse-lakeside-palace-quan-lien-chieu-da-nang-id2372480,"Bán nhà phố Shophouse Lakeside Palace, quận Liên Chiểu, Đà Nẵng","Quận Liên Chiểu, Đà Nẵng",125 m2,3 PN,4 WC,6 tỷ 525 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-dat-nen-du-an/so-huu-biet-thu-2-mat-tien-chi-voi-2-ty-ho-tro-vay-50-khong-lai-suat-id20324134,Sở Hưu Biệt thự 2 mặt tiên chỉ vơi 2 tỷ hổ trợ vay 50% không lãi suât,"Quận Liên Chiểu, Đà Nẵng",330 m2,0 PN,0 WC,4 tỷ,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-nha-mat-tien-pho/can-tra-no-ngan-hang-nen-ban-gap-nha-3-tang-thuan-tien-kinh-doanh-id20325380,"Cần trả nợ Ngân Hàng, nên bán gấp nhà 3 tầng, thuan tiên kinh doanh","Quận Liên Chiểu, Đà Nẵng",125 m2,4 PN,4 WC,5 tỷ 200 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-dat-nen-du-an/biet-thu-dragon-smart-city-ho-tro-vay-50-khong-lai-suat-id20326611,Biêt thự Dragon Smart city hổ trợ vay 50% không lãi suất,"Quận Liên Chiểu, Đà Nẵng",440 m2,0 PN,0 WC,5 tỷ 700 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-nha-mat-tien-pho/nha-pho-thuong-mai-duong-lon-thuan-tien-kinh-doanh-cach-bien-1km-id20326732,Nhà phố thương mại đường lớn thuận tiện kinh doanh cach biên 1km,"Quận Liên Chiểu, Đà Nẵng",125 m2,4 PN,5 WC,5 tỷ 500 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-dat-nen-du-an/ban-lo-dat-biet-thu-650-m2-ho-tro-vay-50-khong-lai-suat-id20326939,"Bán lô đất biệt thự 650 m2, hổ trợ vay 50% không lãi suất","Quận Liên Chiểu, Đà Nẵng",650 m2,0 PN,0 WC,9 tỷ 400 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-dat-nen-du-an/chinh-chu-can-ban-lo-5m5-duong-phan-van-dinh-id20334031,Chính chủ cần ban lô 5m5 đường Phan Văn Định,"Quận Liên Chiểu, Đà Nẵng",100 m2,0 PN,0 WC,2 tỷ 699 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-nha-mat-tien-pho/nha-pho-shophouse-3-tang-duong-15m-cach-bien-1km-gia-dau-tu-id20334057,"Nhà phố shophouse  3 tầng, đương 15m, cach biên 1km gia đầu tư","Quận Liên Chiểu, Đà Nẵng",125 m2,3 PN,4 WC,5 tỷ 500 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-nha-mat-tien-pho/shophouse-ven-bien-nguyen-tat-thanh-tra-truoc-chi-1-6-ty-id20355042,"shophouse ven biển Nguyễn Tất Thành, trả trước chỉ 1,6 tỷ","Quận Liên Chiểu, Đà Nẵng",125 m2,3 PN,3 WC,1 tỷ 600 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-nha-mat-tien-pho/nha-pho-thuong-mai-duong-30m-hai-mat-tien-kinh-doanh-sam-uat-id20355134,"Nhà phố thương mại đường 30m, hai mặt tiên, kinh doanh sầm uất","Quận Liên Chiểu, Đà Nẵng",150 m2,5 PN,6 WC,7 tỷ,19/03/2021
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/nha-pho-ven-song-han-gia-dau-tu-id20363771,Nhà phố ven sông Hàn giá đầu tư,"Quận Sơn Trà, Đà Nẵng",144 m2,3 PN,3 WC,9 tỷ 500 triệu,19/03/2021
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/nha-pho-ven-song-han-ngay-ben-du-thuyen-5-sao-id20363775,"Nhà phố ven Sông Hàn, ngay bến du thuyền 5 sao,","Quận Sơn Trà, Đà Nẵng",144 m2,4 PN,3 WC,9 tỷ 500 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-nha-mat-tien-pho/shophouse-thuong-mai-duong-30m-ngay-bai-tam-nguyen-tat-thanh-id20363788,"Shophouse thương mại đường 30m, ngay bãi tắm Nguyễn Tất Thành","Quận Liên Chiểu, Đà Nẵng",150 m2,5 PN,6 WC,7 tỷ 200 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-dat-nen-du-an/nhan-dat-cho-du-an-hot-nhat-quan-lien-chieu-dragon-smart-city-id2426504,"Nhận đặt chỗ dự án hot nhất quận liên chiểu, dragon smart city","Quận Liên Chiểu, Đà Nẵng",120 m2,0 PN,0 WC,1 tỷ 200 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-dat-nen-du-an/nhan-dat-cho-du-an-khu-do-thi-cao-cap-dragon-smart-ci-ty-id2426520,Nhận đặt chỗ dự án khu đô thị cao cấp Dragon Smart ci ty,"Quận Liên Chiểu, Đà Nẵng",100 m2,0 PN,0 WC,900 triệu,19/03/2021
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/nha-pho-trung-tam-halla-jade-residensce-id2426957,nhà phố trung tâm halla jade residensce,"Quận Hải Châu, Đà Nẵng",150 m2,5 PN,5 WC,10 tỷ,19/03/2021
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/pho-thuong-mai-tuyen-son-da-nang-halla-jade-residences-id2426960,phố thương mại tuyên sơn đà nẵng halla jade residences,"Quận Hải Châu, Đà Nẵng",150 m2,5 PN,5 WC,10 tỷ,19/03/2021
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/dat-nen-cong-vien-chau-a-da-nang-halla-jade-recense-id2426969,đất nền công viên Châu Á Đà Nẵng halla jade recense,"Quận Hải Châu, Đà Nẵng",150 m2,5 PN,4 WC,10 tỷ,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-dat-tho-cu/ban-dat-gia-re-lien-chieu-khu-do-thi-cao-cap-dragon-smart-city-id2427239,"bán đất giá rẻ liển chiểu, khu đô thị cao câp dragon smart city","Quận Liên Chiểu, Đà Nẵng",100 m2,0 PN,0 WC,2 tỷ 499 triệu,19/03/2021
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/di-uc-ban-lai-nha-du-an-marina-complex-view-song-han-id20408436,"Đi Úc bàn lại nhà dự án Marina Complex, view sông Hàn","Quận Sơn Trà, Đà Nẵng",120 m2,5 PN,4 WC,12 tỷ 300 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-dat-nen-du-an/2lien-ke-duong-7m5-ngay-trung-tam-thuong-mai-trung-nam-lien-chieu-id20442366,"2liền kề đương 7m5 ngay trung tâm thương mại Trung Nam,Liên chiểu","Quận Liên Chiểu, Đà Nẵng",300 m2,0 PN,0 WC,3 tỷ 200 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-dat-nen-du-an/ban-lo-duong-10m5-doi-dien-trung-tam-thuong-mai-gia-re-id20442420,"Bán lô đường 10m5 đối diện trung tâm thương mại,giá rẻ","Quận Liên Chiểu, Đà Nẵng",150 m2,0 PN,0 WC,3 tỷ 300 triệu,19/03/2021
https://mogi.vn/quan-lien-chieu/mua-nha-mat-tien-pho/tung-bung-mo-ban-nha-pho-ven-bien-voi-chiet-khau-khung-id2523408,"Tưng bừng mở bán nhà phố ven biển, với chiết khấu khủng","Quận Liên Chiểu, Đà Nẵng",90 m2,5 PN,5 WC,1 tỷ 200 triệu,19/03/2021
