link,title,addr,dientich,bedroom,bathroom,price,day
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-trung-tam-hai-chau-duong-ngo-the-vinh-dt-218m-3-tang-18-ty-id22200195,"Bán nhà trung tâm Hải Châu đường Ngô Thế Vinh. Dt 218m, 3 tầng. 18 tỷ.","Quận Hải Châu, Đà Nẵng",218 m2,5 PN,5 WC,18 tỷ 500 triệu,10/07/2023
https://mogi.vn/quan-lien-chieu/mua-nha-mat-tien-pho/ban-nha-goc-pho-ho-tung-mau-dt-116-nha-3-tang-gia-11-5-ty-id22186020,"Bán nhà góc phố Hồ Tùng Mậu, dt 116 nhà 3 tầng giá 11.5 tỷ.","Quận Liên Chiểu, Đà Nẵng",116 m2,4 PN,3 WC,11 tỷ 500 triệu,10/07/2023
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-mat-pho-luong-ngoc-quyen-140m-mt-5m-xay-3-tang-gia-13-5-ty-id22193746,"Bán nhà mặt phố Lương Ngọc Quyến 140m, mt 5m xây 3 tầng giá 13.5 tỷ.","Quận Hải Châu, Đà Nẵng",140 m2,5 PN,4 WC,13 tỷ 500 triệu,10/07/2023
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-67m-mat-pho-nguyen-du-xay-3-tang-san-gia-17-ty-id22200202,Bán nhà 67m mặt phố Nguyễn Du. Xây 3 tầng sẵn. Giá 17 tỷ.,"Quận Hải Châu, Đà Nẵng",67 m2,4 PN,3 WC,17 tỷ,10/07/2023
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-mat-tien-ong-ich-khiem-dt-96m-q-hai-chau-da-nang-gia-17-ty-id22202891,"Bán nhà mặt tiền Ông Ích Khiêm dt 96m, Q. Hải Châu, Đà Nẵng. Giá 17 tỷ","Quận Hải Châu, Đà Nẵng",96 m2,4 PN,4 WC,17 tỷ,10/07/2023
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-mt-nguyen-duy-hieu-son-tra-da-nang-dt-175m-3-tang-17-5ty-id22202899,"Bán nhà mt Nguyễn Duy Hiệu, Sơn Trà, Đà Nẵng. Dt 175m, 3 tầng, 17.5tỷ.","Quận Sơn Trà, Đà Nẵng",175 m2,5 PN,6 WC,17 tỷ 500 triệu,10/07/2023
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-khach-san-mat-pho-ngo-quyen-dt-88m-xay-8-tang-gia-22-8-ty-id22206919,+ Bán khách sạn mặt phố Ngô Quyền. Dt 88m xây 8 tầng. Giá 22.8 tỷ.,"Quận Sơn Trà, Đà Nẵng",88 m2,13 PN,13 WC,22 tỷ 800 triệu,10/07/2023
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-mat-duong-2-thang-9-dt-125m-5-tang-thang-may-gia-26-7-ty-id22206924,"Bán nhà mặt đường 2 Tháng 9. Dt 125m, 5 tầng thang máy. Giá 26.7 tỷ.","Quận Hải Châu, Đà Nẵng",125 m2,6 PN,6 WC,26 tỷ 700 triệu,10/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-khu-nghi-duong-cao-cap-4-sao-trung-tam-pho-co-hoi-an-id22208980,Bán khu nghỉ dưỡng cao cấp 4 sao trung tâm phố cổ Hội An.,"Quận Ngũ Hành Sơn, Đà Nẵng",5100 m2,18 PN,18 WC,45 tỷ,10/07/2023
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/nha-dep-moi-gia-sieu-re-khu-vuc-trung-tam-hai-chau-id22244141,Nhà đẹp Mới Giá Siêu Rẻ Khu vực trung tâm Hải Châu,"Quận Hải Châu, Đà Nẵng",81 m2,3 PN,4 WC,6 tỷ 100 triệu,10/07/2023
https://mogi.vn/huyen-hoa-vang/mua-nha-mat-tien-pho/ban-nha-co-2-tang-hoi-an-sat-chua-cau-75m-ngang-6m-gia-42-5-ty-id22237044,"Bán nhà cổ 2 tầng Hội An sát Chùa Cầu, 75m, ngang 6m. Giá 42,5 tỷ.","Huyện Hoà Vang, Đà Nẵng",75 m2,3 PN,3 WC,42 tỷ 500 triệu,10/07/2023
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/biet-thu-san-vuon-trung-tam-quan-hai-chau-da-nang-gia-26-9-ty-id22237068,"Biệt thự sân vườn trung tâm quận Hải Châu, Đà Nẵng. Giá 26.9 tỷ.","Quận Hải Châu, Đà Nẵng",324 m2,3 PN,3 WC,26 tỷ 900 triệu,10/07/2023
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-biet-thu-lo-goc-quan-hai-chau-hoa-cuong-bac-118m-gia-17-6-ty-id22187532,"Bán biệt thự lô góc Quận Hải Châu, Hòa Cường Bắc 118m giá 17.6 tỷ.","Quận Hải Châu, Đà Nẵng",118 m2,5 PN,5 WC,17 tỷ 600 triệu,02/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-nha-biet-thu-lien-ke/ban-nha-nguyen-khac-vien-dt-235m-ngang-10m-gia-36-8-ty-id22208995,"Bán nhà Nguyễn Khắc Viện. Dt 235m, ngang 10m. Giá 36.8 tỷ.","Quận Ngũ Hành Sơn, Đà Nẵng",235 m2,5 PN,5 WC,36 tỷ 800 triệu,02/07/2023
https://mogi.vn/huyen-hoa-vang/mua-nha-mat-tien-pho/ban-nha-2-mat-tien-lo-goc-3-mat-thoang-vinh-vien-nha-dien-tich-lon-id22242082,Bán Nhà 2 Mặt Tiền LÔ GÓC 3 Mặt THoáng Vĩnh Viễn- Nhà Diện Tích Lớn,"Huyện Hoà Vang, Đà Nẵng",228 m2,3 PN,2 WC,3 tỷ 400 triệu,02/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/muong-thanh-son-tra-2pn-tang-cao-view-bien-my-khe-id22220648,Mường Thanh Sơn Trà 2PN tầng cao view biển Mỹ Khê,"Quận Ngũ Hành Sơn, Đà Nẵng",60 m2,2 PN,2 WC,2 tỷ 350 triệu,02/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-dat-nen-du-an/gia-tot-ban-nhanh-lo-dat-duong-7-5m-pham-tuan-tai-khu-dt-nam-viet-a-id22220669,"Giá tốt! Bán nhanh lô đất đường 7.5m Phạm Tuấn Tài, khu ĐT Nam Việt Á","Quận Ngũ Hành Sơn, Đà Nẵng",89 m2,0 PN,0 WC,4 tỷ 300 triệu,02/07/2023
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/mat-tien-kinh-doanh-trung-nu-vuong-trung-tam-hai-chau-30m2-chao-4-65ty-id22235835,"Mặt tiền Kinh doanh Trưng Nữ Vương-trung tâm Hải Châu_30m2 chào 4,65tỷ","Quận Hải Châu, Đà Nẵng",30 m2,3 PN,3 WC,4 tỷ 650 triệu,02/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/ban-can-ho-muong-thanh-son-tra-2pn-full-noi-that-ben-bien-my-khe-id22233297,Bán căn hộ Mường Thanh Sơn Trà 2PN full nội thất bên biển Mỹ Khê,"Quận Ngũ Hành Sơn, Đà Nẵng",60 m2,2 PN,2 WC,1 tỷ 850 triệu,02/07/2023
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-dat-mt-nguyen-van-sieu-ngay-cho-dem-son-tra-cau-rong-chi-5-99-ty-id22224238,"Bán đất Mt Nguyễn Văn Siêu ngay chợ Đêm Sơn Trà, cầu Rồng chỉ 5.99 tỷ","Quận Sơn Trà, Đà Nẵng",73 m2,0 PN,0 WC,5 tỷ 990 triệu,02/07/2023
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-duong-nhua-8m-le-dinh-ly-doi-dien-bv-rang-ham-mat-vinh-trung-id22187463,"Bán nhà đường nhựa 8m Lê Đình Lý, đối diện Bv Răng Hàm Mặt, Vĩnh Trung","Quận Thanh Khê, Đà Nẵng",74 m2,4 PN,4 WC,8 tỷ 400 triệu,02/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-nha-mt-mai-thuc-lan-10m5-gan-bien-khu-pho-tay-an-thuong-my-an-id22183105,"Bán nhà MT Mai Thúc Lân, (10m5) gần biển khu Phố Tây An Thượng, Mỹ An","Quận Ngũ Hành Sơn, Đà Nẵng",90 m2,4 PN,5 WC,15 tỷ 300 triệu,02/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-nha-mt-ba-huyen-thanh-quan-ngang-9m-vi-tri-kd-gan-cho-bac-my-an-id22087303,"Bán nhà Mt Bà Huyện Thanh Quan, ngang 9m vị trí kd gần chợ Bắc Mỹ An","Quận Ngũ Hành Sơn, Đà Nẵng",125 m2,3 PN,2 WC,21 tỷ,02/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/ban-dat-mat-tien-doan-khue-10m5-gan-k20-nam-viet-a-khue-my-4-7-ty-id22121481,"Bán đất Mặt tiền Đoàn Khuê, (10m5) gần K20 Nam Việt Á, Khuê Mỹ 4.7 tỷ","Quận Ngũ Hành Sơn, Đà Nẵng",100 m2,0 PN,0 WC,4 tỷ 700 triệu,02/07/2023
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-khach-san-4-tang-mt-duong-3-2-thu-nhap-hon-50tr-th-hai-chau-id22123467,"Bán khách sạn 4 tầng MT đường 3/2, thu nhập hơn 50tr/th, Hải Châu","Quận Hải Châu, Đà Nẵng",125 m2,18 PN,18 WC,20 tỷ,02/07/2023
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-tang-mt-nguyen-tri-phuong-114m2-vi-tri-kd-hai-chau-9-5-ty-id22149651,"Bán nhà 3 tầng MT Nguyễn Tri Phương, 114m2 vị trí KD, Hải Châu 9.5 tỷ","Quận Hải Châu, Đà Nẵng",114 m2,7 PN,5 WC,9 tỷ 500 triệu,02/07/2023
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-dat-148m2-chinh-huu-duong-15m-gan-bai-tam-pham-van-dong-son-tra-id22157410,"Bán đất 148m2 Chính Hữu, đường 15m gần bãi tắm Phạm Văn Đồng, Sơn Trà","Quận Sơn Trà, Đà Nẵng",148 m2,0 PN,0 WC,13 tỷ 500 triệu,02/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-nha-411m2-mt-ba-huyen-thanh-quan-gan-bien-thu-nhap-40tr-th-my-an-id21985935,"Bán nhà 411m2 Mt Bà Huyện Thanh Quan, gần biển thu nhập 40tr/th, Mỹ An","Quận Ngũ Hành Sơn, Đà Nẵng",411 m2,2 PN,3 WC,34 tỷ,01/07/2023
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-toa-can-ho-mt-duong-dinh-nghe-thu-nhap-hon-50-tr-th-son-tra-id21987662,"Bán toà căn hộ Mt Dương Đình Nghệ, thu nhập hơn 50 tr/th, Sơn Trà","Quận Sơn Trà, Đà Nẵng",107 m2,18 PN,18 WC,16 tỷ 500 triệu,01/07/2023
https://mogi.vn/quan-cam-le/mua-dat-tho-cu/ban-dat-kiet-oto-do-thuc-tinh-gan-trinh-dinh-thao-khue-trung-2-8-ty-id22013616,"Bán đất kiệt ôtô Đỗ Thúc Tịnh, gần Trịnh Đình Thảo Khuê Trung 2.8 tỷ","Quận Cẩm Lệ, Đà Nẵng",81 m2,0 PN,0 WC,2 tỷ 800 triệu,01/07/2023
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/giam-500tr-ban-nha-mt-tran-phu-vi-tri-dep-kd-gan-cau-rong-hai-chau-id21974587,"Giảm 500tr, Bán nhà MT Trần Phú, vị trí đẹp Kd gần cầu Rồng, Hải Châu","Quận Hải Châu, Đà Nẵng",93 m2,3 PN,3 WC,17 tỷ,01/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/ban-dat-biet-thu-mt-bui-ta-han-250m2-gan-song-han-khue-my-15-ty-id21898814,"Bán đất Biệt Thự MT Bùi Tá Hán, 250m2 gần sông Hàn, Khuê Mỹ 15 tỷ","Quận Ngũ Hành Sơn, Đà Nẵng",250 m2,0 PN,0 WC,15 tỷ,01/07/2023
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/thay-phong-thuy-da-nang-minh-vien-0-9-3-5-2-5-5-4-4-4-id21920337,Thầy phong thủy Đà Nẵng Minh Viễn 0️⃣9️⃣3️⃣5️⃣2️⃣5️⃣5️⃣4️⃣4️⃣4️⃣,"Quận Sơn Trà, Đà Nẵng",100 m2,4 PN,4 WC,687.000 đ,01/07/2023
https://mogi.vn/quan-thanh-khe/mua-nha-hem-ngo/ban-nha-dep-3-tang-kiet-oto-phan-thanh-gan-sieu-thi-big-c-thanh-khe-id21935079,"Bán nhà đẹp 3 tầng kiệt ôtô Phan Thanh, gần siêu thị Big C, Thanh Khê","Quận Thanh Khê, Đà Nẵng",50 m2,3 PN,2 WC,3 tỷ 200 triệu,01/07/2023
https://mogi.vn/quan-hai-chau/mua-dat-tho-cu/ban-dat-176m2-mai-di-ngay-cho-hoa-cuong-3-mat-tien-vi-tri-dep-kd-16ty-id22213634,"Bán đất 176m2 Mai Dị ngay chợ Hoà Cường, 3 Mặt tiền vị trí đẹp KD 16tỷ","Quận Hải Châu, Đà Nẵng",176 m2,0 PN,0 WC,16 tỷ,01/07/2023
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-dep-2-tang-mt-phuoc-truong-5-sat-vuong-thua-vu-son-tra-6-3-ty-id22157375,"Bán nhà đẹp 2 tầng MT Phước Trường 5, sát Vương Thừa Vũ Sơn Trà 6.3 tỷ","Quận Sơn Trà, Đà Nẵng",80 m2,2 PN,2 WC,6 tỷ 300 triệu,01/07/2023
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-2-tang-mt-tran-hung-dao-vi-tri-dep-kd-ngay-mornachy-son-tra-id22123373,"Bán nhà 2 tầng Mt Trần Hưng Đạo, vị trí đẹp KD ngay Mornachy, Sơn Trà","Quận Sơn Trà, Đà Nẵng",100 m2,2 PN,3 WC,18 tỷ 200 triệu,01/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-nha-dep-2-tang-mt-vu-mong-nguyen-gan-furama-resort-khue-my-6-2-ty-id22149552,"Bán nhà đẹp 2 tầng MT Vũ Mộng Nguyên, gần Furama Resort Khuê Mỹ 6.2 tỷ","Quận Ngũ Hành Sơn, Đà Nẵng",97 m2,4 PN,4 WC,6 tỷ 200 triệu,01/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-nha-2-tang-mt-ton-that-thiep-pho-tay-an-thuong-my-an-chi-4-99-ty-id22151443,"Bán nhà 2 tầng MT Tôn Thất Thiệp, Phố tây An Thượng, Mỹ An chỉ 4.99 tỷ","Quận Ngũ Hành Sơn, Đà Nẵng",61 m2,3 PN,2 WC,4 tỷ 990 triệu,01/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/ban-dat-mt-vo-van-dang-10m5-sat-fpt-city-gan-bien-hoa-hai-3-95-ty-id22190255,"Bán đất MT Võ Văn Đặng (10m5) sát FPT City, gần biển Hòa Hải 3.95 tỷ","Quận Ngũ Hành Sơn, Đà Nẵng",109 m2,0 PN,0 WC,3 tỷ 950 triệu,01/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/ban-dat-duong-my-da-tay-10-nam-viet-a-khue-my-ngu-hanh-son-3-4-ty-id22189110,"Bán đất đường Mỹ Đa Tây 10, Nam Việt Á, Khuê Mỹ, Ngũ Hành Sơn 3.4 tỷ","Quận Ngũ Hành Sơn, Đà Nẵng",85 m2,0 PN,0 WC,3 tỷ 400 triệu,01/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-nha-2-mt-tran-van-du-11-can-ho-thu-nhap-45tr-th-gan-bien-19-8-ty-id22151513,"Bán nhà 2 MT Trần Văn Dư, 11 căn hộ thu nhập 45tr/th, gần biển 19.8 tỷ","Quận Ngũ Hành Sơn, Đà Nẵng",251 m2,11 PN,11 WC,19 tỷ 800 triệu,01/07/2023
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-2-tang-mt-tran-thanh-mai-gan-bien-pham-van-dong-son-tra-6-ty-id22212389,"Bán nhà 2 tầng MT Trần Thanh Mại, gần biển Phạm Văn Đồng, Sơn Trà 6 tỷ","Quận Sơn Trà, Đà Nẵng",75 m2,2 PN,2 WC,6 tỷ,01/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/ban-dat-mt-hoai-thanh-7m5-gan-truong-dh-kinh-te-my-an-nhs-3-95-ty-id22149069,"Bán đất Mt Hoài Thanh, (7m5) gần trường ĐH Kinh Tế, Mỹ An, NHS 3.95 tỷ","Quận Ngũ Hành Sơn, Đà Nẵng",61 m2,0 PN,0 WC,3 tỷ 950 triệu,01/07/2023
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-dat-biet-thu-2-mt-nguyen-dinh-hoan-khu-sea-thuan-phuoc-son-tra-id22149872,"Bán đất biệt thự 2 MT Nguyễn Đình Hoàn, Khu Sea Thuận Phước, Sơn Trà","Quận Sơn Trà, Đà Nẵng",114 m2,0 PN,0 WC,8 tỷ 200 triệu,01/07/2023
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-dep-3-tang-mt-dinh-cong-trang-gan-song-han-hai-chau-4-5-ty-id22181634,"Bán nhà đẹp 3 tầng MT Đinh Công Tráng, gần sông Hàn, Hải Châu 4.5 tỷ","Quận Hải Châu, Đà Nẵng",62 m2,3 PN,3 WC,4 tỷ 500 triệu,01/07/2023
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-mt-cao-xuan-duc-gan-song-han-thuan-phuoc-hai-chau-4-6-ty-id22200072,"Bán nhà MT Cao Xuân Dục gần sông Hàn, Thuận Phước, Hải Châu 4.6 tỷ","Quận Hải Châu, Đà Nẵng",58 m2,2 PN,2 WC,4 tỷ 600 triệu,01/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-nha-138m2-mai-thuc-lan-ngang-6m-hop-xay-khach-san-an-thuong-my-an-id22199613,"Bán nhà 138m2 Mai Thúc Lân ngang 6m hợp xây khách sạn An Thượng, Mỹ An","Quận Ngũ Hành Sơn, Đà Nẵng",138 m2,3 PN,2 WC,19 tỷ,01/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-nha-dep-pho-tay-an-thuong-143m2-x-3-tang-thiet-ke-dep-kd-my-an-id22191830,"Bán nhà đẹp Phố Tây An Thượng, 143m2 x 3 tầng thiết kế đẹp KD, Mỹ An","Quận Ngũ Hành Sơn, Đà Nẵng",143 m2,3 PN,4 WC,11 tỷ 700 triệu,01/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/ban-dat-dep-huynh-lam-10m5-ngay-lang-dh-dong-tra-hoa-hai-nhs-4-1-ty-id22190276,"Bán đất đẹp Huỳnh Lắm (10m5) ngay làng ĐH Đông Trà, Hoà Hải NHS 4.1 tỷ","Quận Ngũ Hành Sơn, Đà Nẵng",100 m2,0 PN,0 WC,4 tỷ 100 triệu,01/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-nha-co-5-phong-tro-mt-vung-trung-sat-fpt-city-hoa-hai-2-99-ty-id22220190,"Bán nhà có 5 phòng trọ MT Vùng Trung, sát FPT City, Hòa Hải 2.99 tỷ","Quận Ngũ Hành Sơn, Đà Nẵng",107 m2,5 PN,5 WC,2 tỷ 990 triệu,01/07/2023
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-dat-mt-nguyen-van-sieu-ngay-cho-dem-son-tra-cau-rong-an-hai-tay-id22223490,"Bán đất Mt Nguyễn Văn Siêu ngay chợ đêm Sơn Trà cầu Rồng, An Hải Tây","Quận Sơn Trà, Đà Nẵng",73 m2,0 PN,0 WC,5 tỷ 990 triệu,01/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-nha-2-tang-duong-5-5m-gan-lang-dai-hoc-dong-tra-da-nang-2-6-ty-id21905302,"Bán nhà 2 tầng đường 5.5m gần làng Đại Học Đông Trà, Đà Nẵng 2.6 tỷ","Quận Ngũ Hành Sơn, Đà Nẵng",87 m2,3 PN,2 WC,2 tỷ 600 triệu,01/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-nha-3-tang-mat-tien-nguyen-dinh-chieu-127m2-co-4p-thue-10-tr-th-id21915256,"Bán nhà 3 tầng Mặt tiền Nguyễn Đình Chiểu, 127m2 có 4p thuê 10 tr/th","Quận Ngũ Hành Sơn, Đà Nẵng",127 m2,6 PN,6 WC,6 tỷ,01/07/2023
https://mogi.vn/quan-son-tra/mua-dat-kho-xuong/ban-dat-nguyen-thi-dinh-vi-tri-kd-gan-cho-an-hai-bac-son-tra-8-3-ty-id21927483,"Bán đất Nguyễn Thị Định, vị trí Kd gần chợ An Hải Bắc, Sơn Trà 8.3 tỷ","Quận Sơn Trà, Đà Nẵng",90 m2,0 PN,0 WC,8 tỷ 300 triệu,01/07/2023
https://mogi.vn/quan-lien-chieu/mua-nha-mat-tien-pho/ban-nha-3-tang-mt-vu-ngoc-phan-ngay-cho-hoa-khanh-lien-chieu-6-3-ty-id21935719,"Bán nhà 3 tầng MT Vũ Ngọc Phan, ngay chợ Hòa Khánh, Liên Chiểu 6.3 tỷ","Quận Liên Chiểu, Đà Nẵng",97 m2,3 PN,2 WC,6 tỷ 300 triệu,01/07/2023
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-dat-mt-ly-nhat-quang-gan-song-han-nai-hien-dong-son-tra-3-3-ty-id21969499,"Bán đất MT Lý Nhật Quang, gần sông Hàn, Nại Hiên Đông, Sơn Trà 3.3 tỷ","Quận Sơn Trà, Đà Nẵng",105 m2,0 PN,0 WC,3 tỷ 300 triệu,01/07/2023
https://mogi.vn/quan-thanh-khe/mua-nha-hem-ngo/ban-nha-2-tang-mt-le-thi-xuyen-gan-le-do-5-6-ty-id21973234,"Bán nhà 2 tầng Mt Lê Thị Xuyến, gần Lê Độ 5.6 tỷ","Quận Thanh Khê, Đà Nẵng",69 m2,3 PN,2 WC,5 tỷ 600 triệu,01/07/2023
https://mogi.vn/quan-son-tra/mua-nha-biet-thu-lien-ke/ban-villa-khu-duong-dinh-nghe-co-ho-boi-thu-nhap-hon-30tr-th-son-tra-id21987307,"Bán Villa khu Dương Đình Nghệ, có hồ bơi thu nhập hơn 30tr/th, Sơn Trà","Quận Sơn Trà, Đà Nẵng",113 m2,3 PN,3 WC,11 tỷ,01/07/2023
https://mogi.vn/quan-cam-le/mua-dat-nen-du-an/ban-dat-200m2-mt-nguyen-phuoc-lan-duong-47m-vi-tri-dep-kd-hoa-xuan-id21998695,"Bán đất 200m2 Mt Nguyễn Phước Lan, đường 47m vị trí đẹp Kd, Hòa Xuân","Quận Cẩm Lệ, Đà Nẵng",200 m2,0 PN,0 WC,30 tỷ,01/07/2023
https://mogi.vn/quan-lien-chieu/mua-dat-tho-cu/ban-dat-bien-105m2-mt-phan-thi-ne-hoa-minh-4-25ty-id22008621,"Bán đất biển 105m2 Mt Phan Thị Nể, Hòa Minh 4.25tỷ","Quận Liên Chiểu, Đà Nẵng",105 m2,0 PN,0 WC,4 tỷ 250 triệu,01/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-bt-bien-3-tang-vo-nguyen-giap-187m2-ngay-furama-resort-khue-my-id22008636,"Bán BT biển 3 tầng Võ Nguyên Giáp, 187m2 ngay Furama Resort, Khuê Mỹ","Quận Ngũ Hành Sơn, Đà Nẵng",187 m2,5 PN,5 WC,26 tỷ 800 triệu,01/07/2023
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-dat-100m2-nguyen-xuan-khoat-khu-pho-han-quoc-kd-son-tra-8-1-ty-id22039181,"Bán đất 100m2 Nguyễn Xuân Khoát, khu phố Hàn Quốc Kd, Sơn Trà 8.1 tỷ","Quận Sơn Trà, Đà Nẵng",100 m2,0 PN,0 WC,8 tỷ 100 triệu,01/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/chinh-chu-gui-ban-nha-dep-mt-nghiem-xuan-yem-10m5-gan-song-khue-my-id22205012,"Chính chủ gửi bán nhà đẹp Mt Nghiêm Xuân Yêm, (10m5) gần sông, Khuê Mỹ","Quận Ngũ Hành Sơn, Đà Nẵng",85 m2,2 PN,2 WC,5 tỷ 950 triệu,01/07/2023
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-dat-biet-thu-sat-song-han-mt-phan-ba-vanh-150m2-vi-tri-dep-son-tra-id22201740,Bán đất biệt thự sát sông Hàn MT Phan Bá Vành 150m2 vị trí đẹp Sơn Trà,"Quận Sơn Trà, Đà Nẵng",150 m2,0 PN,0 WC,6 tỷ 500 triệu,01/07/2023
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-nha-dep-mat-tien-nguyen-tao-full-noi-that-gan-fpt-city-hoa-hai-id22087289,"Bán nhà đẹp Mặt tiền Nguyễn Tạo, Full nội thất gần FPT city, Hoà Hải","Quận Ngũ Hành Sơn, Đà Nẵng",125 m2,3 PN,4 WC,5 tỷ 990 triệu,01/07/2023
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-dat-2-mat-tien-tran-hung-dao-290m2-id22056491,Bán đất 2 mặt tiền Trần Hưng Đạo 290m2,"Quận Sơn Trà, Đà Nẵng",290 m2,0 PN,0 WC,44 tỷ 800 triệu,01/07/2023
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-khach-san-my-khe-duong-5m5-thu-nhap-50-tr-th-gan-cau-rong-son-tra-id22041782,"Bán khách sạn Mỹ Khê đường 5m5 Thu nhập 50 tr/th, gần cầu Rồng Sơn Trà","Quận Sơn Trà, Đà Nẵng",90 m2,15 PN,15 WC,12 tỷ,01/07/2023
https://mogi.vn/quan-hai-chau/mua-dat-tho-cu/ban-dat-mt-nguyen-ba-hoc-gan-duong-trung-nu-vuong-hai-chau-8-6-ty-id22090839,"Bán đất Mt Nguyễn Bá Học, gần đường Trưng Nữ Vương, Hải Châu 8.6 tỷ","Quận Hải Châu, Đà Nẵng",99 m2,0 PN,0 WC,8 tỷ 600 triệu,01/07/2023
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-dep-2-tang-mt-nguyen-duc-an-7m5-gan-bien-an-hai-bac-son-tra-id22205899,"Bán nhà đẹp 2 tầng MT Nguyễn Đức An, (7m5) gần biển An Hải Bắc Sơn Trà","Quận Sơn Trà, Đà Nẵng",80 m2,3 PN,2 WC,6 tỷ 500 triệu,01/07/2023
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-dat-mai-hac-de-ngay-cho-dem-son-tra-duong-15m-vi-tri-dep-kd-10-8t-id22205963,"Bán đất Mai Hắc Đế ngay chợ Đêm Sơn Trà, đường 15m vị trí đẹp KD 10.8T","Quận Sơn Trà, Đà Nẵng",100 m2,0 PN,0 WC,10 tỷ 800 triệu,01/07/2023
